"","Datein","FR(m3/dia)","BODin (ppm)","CODin (ppm)","SSin(ppm)","pHin","NAmin(ppm)","NNin (ppm)","Pin (ppm)","Colin(ppm)","Tin(°C)","Condin L1","RF(mm)","Pulp(ton/dia)","Pap (ton/dia)","...16","Dateout","BODout(ppm)","CODout (ppm)","SSout(ppm)","Colout(ppm)","Tout(°C)","Condout","FRout(m3/dia)","FRmod(m3/dia)"
"1073",1999-08-09,66419,228,553,144,6.97,1.4,NA,1.26,511,43,1307,0.1,961.273,1003.2,NA,36381,76,327,NA,463,33,1446,66424.1835,63728.6428571429
"1074",1999-08-10,63510,211,496,86,7.14,2.5,NA,2.5,533,43,1234,0.1,859.001,1102.3,NA,36382,81,307,NA,525,33,1317,63515.1835,63400.8571428571
"1075",1999-08-11,63494,241,589,102,7.33,1.7,NA,NA,565,43,1582,0,929.065,1125.2,NA,36383,91,304,37,565,33,1416,63494,63524
"1076",1999-08-12,63832,290,680,170,7.15,3.1,NA,NA,561,43,1638,0,991.523,1101.7,NA,36384,77,330,NA,535,34,1372,63832,63546.4285714286
"1077",1999-08-13,63667,272,598,170,7.35,2.3,NA,1.07,547,44,1342,0,942.108,1112.6,NA,36385,80,327,NA,544,34,1397,63667,63426.8571428571
"1078",1999-08-14,61186,261,560,116,7.24,NA,NA,NA,543,NA,1345,0,924.344,1118.4,NA,36386,84,326,NA,576,33,1460,61186,63345.9285714286
"1079",1999-08-15,61637,245,611,88,7.22,NA,NA,NA,529,NA,1555,0,935.009,1153.4,NA,36387,86,333,NA,571,34,1271,61637,63375.5
"1080",1999-08-16,62714,218,628,NA,6.9,3.1,2.74,NA,531,NA,1192,0,875.179,1112.9,NA,36388,78,340,NA,515,31,1331,62714,63110.7857142857
"1081",1999-08-17,61506,260,598,177,7.28,NA,NA,NA,499,42,1135,0,864.143,1113.8,NA,36389,70,309,NA,495,31,1380,61506,63024.9285714286
"1082",1999-08-18,66771,218,617,179,10.58,3.7,NA,NA,422,41,1530,0,611.558,789.2,NA,36390,72,340,37,505,31,1458,66771,63046.1428571429
"1083",1999-08-19,64217,203,517,55,9.48,3.8,NA,NA,517,41,1210,0,897.913,1127.6,NA,36391,82,342,NA,522,32,1401,64217,62996.4285714286
"1084",1999-08-20,63231,222,517,42,7.2,2.1,1.25,NA,529,41.5,1387,0,893.32,1136.7,NA,36392,77,297,NA,534,31,1643,63231,62914.5
"1085",1999-08-21,62750,239,550,79,7.56,NA,NA,NA,470,NA,1574,0,907.029,1072.8,NA,36393,82,301,NA,528,32,1570,62750,63046.0714285714
"1086",1999-08-22,62323,210,530,67,7.433,NA,NA,NA,451,NA,1506,0,904.694,1110,NA,36394,68,302,NA,472,33,1560,62323,63085.7857142857
"1087",1999-08-23,62713,200,538,106,7.62,2.8,NA,1.63,480,45,1699,0,910.066,1083.1,NA,36395,70,289,NA,442,33,1515,62713,63178.5714285714
"1088",1999-08-24,62308,249,581,239,7.26,2.6,NA,1.27,475,45,1541,0,928.949,1111.5,NA,36396,85,300,NA,465,33,1555,62308,63401.4285714286
"1089",1999-08-25,63791,222,576,404,7.21,3.2,NA,NA,466,45,1460,0,902.709,1077.3,NA,36397,76,308,57,483,33,1540,63791,63039.7142857143
"1090",1999-08-26,63136,215,539,237,7.06,3.8,NA,NA,472,45,1360,0,953.553,1118.2,NA,36398,72,281,NA,472,33,1596,63136,63005.7142857143
"1091",1999-08-27,62520,196,558,111,7.18,2.3,NA,1.53,500,44.5,1503,0,889.483,1116.6,NA,36399,55,276,NA,458,33,1644,62520,63012.8571428571
"1092",1999-08-28,63028,220,589,112,7.02,NA,NA,NA,518,NA,1556,0,922.972,1080,NA,36400,69,275,NA,463,33,1501,63028,63168.5
"1093",1999-08-29,62193,213,624,124,7.11,NA,NA,NA,500,NA,1573,0,859.269,1088.8,NA,36401,61,283,NA,497,33,1534,62193,63224.0714285714
"1094",1999-08-30,64013,247,598,178,6.98,2.1,0.95,NA,469,45.5,1521,0,943.596,1067.2,NA,36402,56,270,NA,490,34,1544,64013,63358.4285714286
"1095",1999-08-31,64626,255,620,90,7.08,4.6,0.98,NA,496,45.5,1640,0,1027.298,1093.4,NA,36403,78,286,NA,490,34,1516,64626,63448.5
"1096",1999-09-01,61707,244,579,165,7.26,3,NA,NA,524,45.5,1650,0,861.154,1019.9,NA,36404,101,390,50,472,33,1594,61707,63467.8571428571
"1097",1999-09-02,63741,281,663,39,9.94,6,NA,NA,488,45,1910,0,819.758,1114.6,NA,36405,105,365,NA,506,32,1796,63741,64199.5
"1098",1999-09-03,63331,NA,NA,NA,7.21,4.3,1.4,NA,509,45.5,1416,0,882.397,1125.9,NA,36406,NA,NA,NA,530,34,1789,63331,64390.0714285714
"1099",1999-09-04,64929,NA,NA,NA,7.32,4.3,1.4,NA,474,45.5,1187,0,883.144,1102.2,NA,36407,NA,NA,NA,507,34,1659,64929,64516.9285714286
"1100",1999-09-05,63101,NA,NA,NA,7.28,NA,NA,NA,488,45.5,1326,0,933.248,1127.4,NA,36408,NA,NA,NA,511,33,1411,63101,65087.9285714286
"1101",1999-09-06,64594,NA,NA,NA,7.28,NA,NA,NA,483,46,1386,0,906.177,1152.1,NA,36409,NA,NA,NA,469,35,1427,64594,64884.2857142857
"1102",1999-09-07,63569,237,550,112,7.54,NA,NA,NA,514,47,1590,0,958.858,1172.7,NA,36410,73,294,NA,513,34,1340,63569,64513.1428571429
"1103",1999-09-08,64062,193,577,195,7.21,2.9,NA,NA,458,46.5,1570,0,889.052,1049.6,NA,36411,69,305,48,507,35,1521,64062,64313.0714285714
"1104",1999-09-09,73379,222,579,56,7.12,3.4,NA,NA,444,44,1512,47.2,1003.096,1135.6,NA,36412,65,284,NA,444,34,1533,75825.612,63963.4285714286
"1105",1999-09-10,65188,194,550,120,7.28,3.2,NA,1.48,485,45,1449,0.6,787.066,904,NA,36413,54,289,NA,488,33,1451,65219.101,64009.0714285714
"1106",1999-09-11,64804,184,475,100,7.17,NA,NA,NA,471,45,1260,0,896.776,1131.6,NA,36414,54,273,NA,471,33.5,1410,64804,64059.7857142857
"1107",1999-09-12,70187,148,540,63,7.12,NA,NA,NA,506,NA,1310,28.2,923.241,1144.4,NA,36415,59,274,NA,444,33,1370,71648.747,64086
"1108",1999-09-13,61162,233,570,96,7.09,4.3,1,NA,483,45,1434,0.2,909.264,1155.5,NA,36416,68,269,NA,476,33,1388,61172.367,64054.1428571429
"1109",1999-09-14,59430,265,604,173,10.05,5.6,0.87,NA,512,45,1625,0.1,859.674,1014.4,NA,36417,64,270,NA,512,33.5,1539,59435.1835,64123.7142857143
"1110",1999-09-15,58906,263,615,217,8.19,5.8,NA,NA,474,45,1272,8.7,776.406,910.3,NA,36418,64,304,48,474,34,1398,59356.9645,64038.2142857143
"1111",1999-09-16,58846,270,635,257,6.98,4.3,NA,NA,543,45,1312,0,776.183,932.3,NA,36419,66,295,NA,491,33,1570,58846,63158
"1112",1999-09-17,63970,251,579,155,7.28,4.4,1.38,NA,516,45,1440,0,860.725,976.9,NA,36420,65,296,NA,432,34,1510,63970,63127.5714285714
"1113",1999-09-18,65639,247,623,178,7.24,NA,NA,NA,524,NA,1430,0,981.842,1087.3,NA,36421,62,293,NA,473,33,1480,65639,63075.7142857143
"1114",1999-09-19,63468,212,611,83,7.1,NA,NA,NA,482,NA,1424,0,946.312,1081.9,NA,36422,76,372,NA,496,36,1565,63468,62675.5
"1115",1999-09-20,64148,193,572,172,7.32,2.2,NA,1.4,494,47,1398,0,913.591,1065.9,NA,36423,88,351,NA,484,35,1475,64148,62989.5714285714
"1116",1999-09-21,64543,223,623,195,7.1,0.7,NA,1.13,504,48,1299,4.4,987.022,1021,NA,36424,100,379,NA,504,36,1496,64771.074,63319
"1117",1999-09-22,62865,213,596,49,6.88,2.4,NA,NA,526,47,1431,0,1021.846,1171.1,NA,36425,79,329,53,485,35,1513,62865,63628
"1118",1999-09-23,61056,256,622,50,6.81,3.1,NA,NA,492,46,1511,0,913.342,1086.8,NA,36426,78,284,NA,500,36,1531,61056,63844.3571428571
"1119",1999-09-24,64762,225,533,243,7.12,2.9,NA,1.56,491,46,1609,0,928.519,1079.8,NA,36427,66,315,NA,536,33.5,1506,64762,63966.0714285714
"1120",1999-09-25,64078,260,585,166,6.72,NA,NA,NA,488,48,1296,0,984.342,1094.1,NA,36428,71,294,NA,499,33,1410,64078,64005.5
"1121",1999-09-26,64584,188,565,186,7.03,NA,NA,NA,495,47,1403,0,984.78,1142.3,NA,36429,65,304,NA,489,33,1724,64584,64088.6428571429
"1122",1999-09-27,65559,249,557,159,6.93,4.3,0.73,NA,498,47,1360,0,1009.77,1173,NA,36430,77,325,NA,500,35,1510,65559,64042.3571428571
"1123",1999-09-28,64042,249,595,206,7.1,2.1,0.96,NA,515,47.5,1600,0,996.752,1122.7,NA,36431,73,308,NA,503,35,1643,64042,63614.7142857143
"1124",1999-09-29,63232,207,670,88,7.33,2.8,NA,NA,503,47.5,1610,0,932.184,1025.1,NA,36432,65,331,41,497,34,1669,63232,63514.4285714286
"1125",1999-09-30,61875,195,558,62,6.88,NA,NA,NA,460,47,1410,0,934.724,1034,NA,36433,70,306,NA,490,36,1676,61875,63864.5
"1126",1999-10-01,65674,211,504,51,7.44,1.1,0.78,NA,474,48,1488,0,968.75,1088.3,NA,36434,63,262,NA,443,36,1592,65674,63823
"1127",1999-10-02,66191,250,552,56,6.98,NA,NA,NA,464,48,1401,1.2,1033.379,1125.1,NA,36435,60,254,NA,489,36,1306,66253.202,63915.6428571429
"1128",1999-10-03,64632,251,640,152,7.06,NA,NA,NA,505,NA,1551,0,966.722,1093.8,NA,36436,82,308,NA,497,36,1568,64632,63529.5
"1129",1999-10-04,63500,214,564,101,6.84,1.4,NA,2.15,543,46.5,1303,0,869.07,968.4,NA,36437,77,304,NA,501,35.5,1547,63500,63274.9285714286
"1130",1999-10-05,58556,266,630,258,10.99,2.8,NA,0.92,488,NA,1520,0,464.956,875.5,NA,36438,77,341,NA,574,34,1540,58556,63225.4285714286
"1131",1999-10-06,61461,192,445,119,9.67,2.2,NA,NA,503,39,1390,0,795.676,1049.8,NA,36439,68,334,48,501,34,1572,61461,63282.5714285714
"1132",1999-10-07,65957,232,631,172,7.84,3.7,NA,NA,496,46,1724,0,1014.692,1124.1,NA,36440,65,289,NA,504,34,1610,65957,63358.3571428571
"1133",1999-10-08,64181,NA,NA,NA,7.25,5,NA,2.47,496,48,1580,21.7,1034.584,1190.3,NA,36441,NA,NA,NA,496,36,1540,65305.8195,63139.2142857143
"1134",1999-10-09,65375,NA,NA,NA,7.45,NA,NA,NA,546,48.5,1647,0,1045.91,1215.3,NA,36442,NA,NA,NA,546,35,1567,65375,63029.2142857143
"1135",1999-10-10,59178,NA,NA,NA,7.24,NA,NA,NA,562,48,1536,0,1000.491,1219.1,NA,36443,NA,NA,NA,546,36,1598,59178,63370.9285714286
"1136",1999-10-11,61995,NA,NA,NA,6.68,NA,NA,NA,544,48.5,1451,0,948.247,1188.8,NA,36444,NA,NA,NA,544,35.5,1581,61995,63532.9285714286
"1137",1999-10-12,63349,230,625,132,6.63,NA,NA,NA,502,48.5,1401,0,942.163,1214.3,NA,36445,72,318,NA,528,36,1412,63349,64109.6428571429
"1138",1999-10-13,64032,236,599,51,6.87,5.4,NA,NA,487,47.5,1467,0,995.282,1204.5,NA,36446,68,322,65,538,36,1590,64032,64341.5
"1139",1999-10-14,62936,294,648,40,6.37,3.8,NA,NA,472,48,1486,0,920.063,1180.9,NA,36447,72,362,NA,513,36.5,1541,62936,64109.2142857143
"1140",1999-10-15,62606,258,560,16,6.34,2.9,1.39,NA,525,48,1250,0,869.914,1071.6,NA,36448,86,307,NA,493,37,1280,62606,64086.0714285714
"1141",1999-10-16,64651,269,577,233,7.15,NA,NA,NA,525,48.5,1336,0.1,949.196,1142.5,NA,36449,91,291,NA,447,37,1276,64656.1835,64063.0714285714
"1142",1999-10-17,69416,237,548,234,7.12,NA,NA,NA,489,47.5,1480,28.4,983.813,1117.5,NA,36450,88,287,NA,489,38,1430,70888.114,64367.4285714286
"1143",1999-10-18,65768,214,523,105,6.92,1.4,NA,NA,509,47.5,1488,0.1,920.219,1084.3,NA,36451,64,290,NA,535,37,1529,65773.1835,64423.1428571429
"1144",1999-10-19,66630,250,514,142,7.19,2,NA,NA,507,48,1442,0,902.367,985.9,NA,36452,76,315,NA,510,36,1466,66630,64278.8571428571
"1145",1999-10-20,64707,224,555,167,7.31,1.2,NA,NA,494,48,1518,0,959.772,1081.8,NA,36453,71,306,40,537,36,1487,64707,64428.5714285714
"1146",1999-10-21,62705,201,538,83,7.16,2.4,NA,NA,493,47,1513,0,969.377,1094.9,NA,36454,50,268,NA,470,36,1476,62705,64469.7857142857
"1147",1999-10-22,63857,227,528,142,7.28,1.1,NA,2.02,466,47.5,1390,0,801.527,973.4,NA,36455,56,288,NA,480,36,1452,63857,64558.3571428571
"1148",1999-10-23,65053,221,548,64,7.27,NA,NA,NA,439,46,1699,0,845.854,909.8,NA,36456,44,276,NA,446,36,1448,65053,64581.2857142857
"1149",1999-10-24,63439,261,635,168,7.28,NA,NA,NA,513,46,1453,0,918.426,1084,NA,36457,34,278,NA,444,36,1433,63439,64290.7142857143
"1150",1999-10-25,62775,164,576,197,7.11,3,0.99,NA,488,46,1351,4.4,884.806,1074.1,NA,36458,57,289,NA,442,36.5,1410,63003.074,64324.2142857143
"1151",1999-10-26,61329,195,573,171,6.84,2.2,0.96,NA,467,47,1364,0.1,801.917,1014.2,NA,36459,54,283,NA,501,36,1449,61334.1835,64172.1428571429
"1152",1999-10-27,66128,213,577,123,7.12,2.6,NA,NA,486,46,1299,17.5,849.245,1040.6,NA,36460,52,274,49,444,35,1366,67035.1125,64039.7857142857
"1153",1999-10-28,63513,219,597,22,7.35,1.7,NA,NA,523,46,1470,0.1,994.375,1094.4,NA,36461,44,291,NA,433,35,1416,63518.1835,64474.6428571429
"1154",1999-10-29,63846,NA,NA,NA,NA,1.7,1.32,NA,656,46.5,1691,0,871.209,1137.8,NA,36462,NA,NA,NA,498,35,1375,63846,64508.8571428571
"1155",1999-10-30,64972,NA,NA,NA,NA,NA,NA,NA,573,49,1427,0,1035.443,1151.5,NA,36463,NA,NA,NA,553,37,1430,64972,64482.9285714286
"1156",1999-10-31,65348,NA,NA,NA,NA,NA,NA,NA,594,48.5,1401,0,1105.357,1146.8,NA,36464,NA,NA,NA,587,37,1410,65348,64500.7857142857
"1157",1999-11-01,66237,NA,NA,NA,7.34,NA,NA,NA,539,48,1854,0,954.847,1189.7,NA,36465,NA,NA,NA,509,37,1452,66237,64741.2142857143
"1158",1999-11-02,64501,175,545,162,7.04,NA,NA,NA,528,49,1390,0,908.926,1175.2,NA,36466,40,311,NA,566,36,1430,64501,65275.1428571429
"1159",1999-11-03,62854,222,562,78,7.03,3.6,NA,NA,523,49,1545,0,892.151,1065.5,NA,36467,94,352,57,574,36,1580,62854,65386.4285714286
"1160",1999-11-04,68793,203,581,168,7.15,1.9,NA,NA,496,48.5,1280,0,721.259,875.6,NA,36468,64,405,NA,495,36,1870,68793,65597.1428571429
"1161",1999-11-05,64336,162,492,119,NA,3.7,NA,1.12,505,47,1078,8.4,845.292,1052.9,NA,36469,83,340,NA,484,36.5,1704,64771.414,65781
"1162",1999-11-06,64690,224,649,292,NA,NA,NA,NA,507,NA,1490,0.1,965.503,1112.8,NA,36470,57,222,NA,534,36,1470,64695.1835,65572.6428571429
"1163",1999-11-07,63689,208,582,172,7.25,NA,NA,NA,521,49,1690,0,991.964,1109,NA,36471,58,368,NA,524,36,1500,63689,65282.9285714286
"1164",1999-11-08,66141,204,540,99,7.11,2.4,0.84,NA,528,48.5,1569,1.5,988.137,1055.9,NA,36472,78,348,NA,527,36,1564,66218.7525,64820
"1165",1999-11-09,68804,164,562,90,7.2,3.1,0.57,NA,479,50,1595,17.3,1049.245,1125.5,NA,36473,63,346,NA,458,37,1614,69700.7455,64644.2857142857
"1166",1999-11-10,67686,198,565,120,7.2,2.7,NA,NA,473,47,1482,4.9,775.89,834.5,NA,36474,83,341,50,473,36,1544,67939.9915,64594.5714285714
"1167",1999-11-11,66463,239,643,245,7.08,5.2,NA,NA,498,48.5,1771,0,874.826,1034,NA,36475,88,359,NA,482,36,1670,66463,63989.5
"1168",1999-11-12,66420,NA,NA,NA,7.08,3.5,1.03,NA,474,50.5,1386,7.7,946.684,964.4,NA,36476,NA,NA,NA,465,36,1526,66819.1295,63803.7142857143
"1169",1999-11-13,62055,NA,NA,NA,8.76,NA,NA,NA,490,49,1658,7.1,985.129,1170.4,NA,36477,NA,NA,NA,532,35,1846,62423.0285,63665.8571428571
"1170",1999-11-14,61292,NA,NA,NA,7.52,NA,NA,NA,512,50.5,1556,3.2,924.18,1180.3,NA,36478,NA,NA,NA,518,35,1604,61457.872,63584.2857142857
"1171",1999-11-15,59756,187,518,94,7.38,NA,NA,NA,445,49,1336,0,944.386,1140.6,NA,36479,98,337,NA,469,35,1351,59756,63299.2142857143
"1172",1999-11-16,62041,207,563,259,7.32,2.1,NA,1.13,457,50,1530,0,960.381,1070.3,NA,36480,97,363,NA,500,35,1638,62041,62821.5714285714
"1173",1999-11-17,62158,201,544,87,6.97,2,NA,NA,503,49,1500,0,945.568,1111.3,NA,36481,69,295,55,439,35,1744,62158,62089.9285714286
"1174",1999-11-18,60322,225,628,283,9.24,4.2,NA,NA,559,49.5,1527,0,900.247,952,NA,36482,65,285,NA,462,35,1686,60322,61914.5714285714
"1175",1999-11-19,61735,232,584,93,7.33,NA,NA,1.05,523,49.5,1382,0,952.42,1160.3,NA,36483,57,309,NA,526,35,1562,61735,61785.0714285714
"1176",1999-11-20,62760,248,622,126,7.18,NA,NA,NA,547,48.5,1441,18.7,952.249,1178.5,NA,36484,74,310,NA,528,35,1492,63729.3145,62062.1428571429
"1177",1999-11-21,62547,168,589,103,6.98,NA,NA,NA,533,50,1504,0,856.468,976.5,NA,36485,66,331,NA,523,35,1439,62547,62338.2142857143
"1178",1999-11-22,62150,228,575,95,7.43,1.9,0.677,NA,545,50,1290,0.1,928.4,1078.5,NA,36486,59,311,NA,547,36,1400,62155.1835,62680.6428571429
"1179",1999-11-23,62117,198,611,174,7.07,2.3,0.714,NA,546,50,1321,0,983.727,1146.1,NA,36487,56,300,NA,532,36,1513,62117,62725.8571428571
"1180",1999-11-24,57443,182,NA,142,9.14,4.7,NA,NA,442,44,1215,0.9,688.788,888,NA,36488,69,NA,60,561,36,1358,57489.6515,61489.5
"1181",1999-11-25,64008,187,578,89,7.16,NA,NA,NA,538,48,1533,0.2,986.249,1118,NA,36489,60,312,NA,523,36,1525,64018.367,61400.5
"1182",1999-11-26,64607,231,569,139,7.15,1.9,1.03,NA,569,49,1719,15.3,959.111,1167.8,NA,36490,59,294,NA,565,36,1592,65400.0755,61048.7857142857
"1183",1999-11-27,65934,228,628,193,8.66,NA,NA,NA,533,NA,1618,0,1007.943,1137.2,NA,36491,61,310,NA,569,36,1624,65934,60563.6428571429
"1184",1999-11-28,65157,167,580,94,7.15,NA,NA,NA,536,NA,1427,0,1009.519,1137.1,NA,36492,59,365,NA,584,37,1410,65157,60109
"1185",1999-11-29,64550,194,593,86,7.24,1.1,NA,1.68,523,49,1458,0,992.193,1094.3,NA,36493,77,346,NA,557,37,1427,64550,59686.2857142857
"1186",1999-11-30,62674,177,643,147,7.07,1.6,NA,1.38,537,50,1685,0,1001.898,1157.1,NA,36494,63,359,NA,522,37,1740,62674,59238.5714285714
"1187",1999-12-01,44849,202,560,123,11.44,2.7,NA,NA,415,45,2250,0,30.161,867,NA,36495,70,372,56,550,37,1613,44849,59420.0714285714
"1188",1999-12-02,59076,242,726,536,11.62,3.7,NA,NA,493,42.5,3230,12.9,716.641,822.2,NA,36496,61,314,NA,598,36.5,1933,62453.6715,58688.9285714286
"1189",1999-12-03,56811,244,652,288,8.62,5.6,NA,1.28,561,48,1838,5.3,866.825,1102.2,NA,36497,67,288,NA,585,34.5,1987,58198.7255,58774.6428571429
"1190",1999-12-04,55968,253,701,144,7.26,NA,NA,NA,502,49,2030,9.8,974.804,1154.5,NA,36498,39,247,NA,404,36,1880,58533.983,58355.4285714286
"1191",1999-12-05,56182,235,642,167,7.15,NA,NA,NA,530,50,2010,0,961.804,1108.6,NA,36499,54,290,NA,428,36,1937,56182,57943.5714285714
"1192",1999-12-06,56232,228,597,235,7.42,0.56,0.618,NA,478,50,2000,7.4,938.845,1101.5,NA,36500,73,323,NA,490,37,2040,58169.579,57597.7857142857
"1193",1999-12-07,55849,250,596,133,7.2,2.3,0.883,NA,509,50,1910,4.2,891.049,1011.7,NA,36501,75,306,NA,472,37,2080,56948.707,57531.1428571429
"1194",1999-12-08,59984,218,643,127,7.53,NA,NA,NA,512,NA,1945,7.7,927.256,998.7,NA,36502,61,304,47,478,37,2030,62000.1295,58608
"1195",1999-12-09,53772,236,612,164,7.22,1.7,NA,NA,532,49,1886,8.1,977.072,1062.5,NA,36503,59,282,NA,493,37,2010,55892.8635,58864.0714285714
"1196",1999-12-10,65807,241,599,236,7.16,1.2,0.568,NA,511,49.5,1888,32,825.744,1014.8,NA,36504,44,288,NA,497,37,1987,74185.72,58946.2142857143
"1197",1999-12-11,60065,265,620,248,7.59,NA,NA,NA,553,NA,2120,2.4,984.343,1078.4,NA,36505,55,292,NA,489,37,1963,60693.404,59106.0714285714
"1198",1999-12-12,59391,271,653,148,7.49,NA,NA,NA,528,NA,2340,8.1,968.546,1090.2,NA,36506,53,272,NA,475,34.5,1993,61511.8635,59306.2857142857
"1199",1999-12-13,59709,195,637,148,7.02,1.7,NA,1.27,574,48,2050,11.8,1000.62,1083,NA,36507,50,292,NA,483,33.5,2200,62798.653,59306.8571428571
"1200",1999-12-14,61741,206,664,150,10.42,3.9,NA,1.23,548,44,2140,42.5,914.504,992.4,NA,36508,43,316,NA,405,34,2080,72868.9875,59589.7857142857
"1201",1999-12-15,59925,251,744,206,8.24,5,NA,NA,585,48,1813,0.2,910.59,1049.8,NA,36509,81,380,54,521,34,1993,59977.367,59733.7857142857
"1202",1999-12-16,62661,219,731,286,7.26,4.3,NA,NA,656,48.5,1840,0,944.123,996.1,NA,36510,93,400,NA,515,34.5,1980,62661,60335.8571428571
"1203",1999-12-17,57961,240,644,190,9.01,NA,NA,1.63,644,49,2060,0,920.542,1188,NA,36511,87,381,NA,562,35,2050,57961,59945.9285714286
"1204",1999-12-18,58206,320,709,187,7.09,NA,NA,NA,660,NA,2060,0,1006.334,1171.9,NA,36512,78,415,NA,649,35,2050,58206,59926.5714285714
"1205",1999-12-19,58985,230,728,190,7.3,NA,NA,NA,599,NA,1906,0,1011.979,1123.5,NA,36513,89,430,NA,604,36.5,2090,58985,59878.4285714286
"1206",1999-12-20,56240,252,724,215,7.21,NA,0.87,NA,580,48,1358,0,412.113,1162.4,NA,36514,99,495,NA,613,36.5,1732,56240,60066.7142857143
"1207",1999-12-21,59810,270,513,99,8.78,2.2,NA,NA,506,45.5,1472,0,960.092,1075.3,NA,36515,116,418,NA,544,36,1927,59810,59907.7857142857
"1208",1999-12-22,62000,262,759,72,7.1,2.6,2.196,NA,894,48.5,1876,5.8,1070.318,1130.1,NA,36516,85,419,43,518,36,1811,63518.643,59827.3571428571
"1209",1999-12-23,62201,314,749,103,6.9,1.7,NA,NA,657,48.5,1902,3.1,1100.954,1125.5,NA,36517,120,421,NA,539,36.5,1795,63012.6885,59564.7857142857
"1210",1999-12-24,60348,301,746,167,6.68,NA,NA,NA,508,48,1698,0,942.301,1063.9,NA,36518,105,413,NA,706,36,1870,60348,59729
"1211",1999-12-25,59794,306,706,156,6.72,NA,NA,NA,524,NA,1594,0,1006.9,1068.2,NA,36519,94,391,NA,576,35,1899,59794,60340.7857142857
"1212",1999-12-26,58717,304,782,191,6.84,NA,NA,NA,550,NA,1760,0,1017.641,1129.6,NA,36520,97,416,NA,591,35,1880,58717,61740.2857142857
"1213",1999-12-27,62345,271,676,156,7.79,2.3,NA,1.85,563,48.5,1794,17.7,943.332,1094.6,NA,36521,99,402,NA,524,37,1955,66979.4795,62082.8571428571
"1214",1999-12-28,59516,223,603,61,6.89,0.72,NA,NA,532,48.5,1728,0.1,957.724,1079.3,NA,36522,98,376,NA,532,37,1736,59542.1835,62374.9285714286
"1215",1999-12-29,58799,NA,621,63,7.12,1.9,NA,NA,570,48.5,1532,0,894.676,1104.2,NA,36523,NA,389,45,566,37,1739,58799,62405.2142857143
"1216",1999-12-30,58985,NA,615,NA,7.06,1.9,NA,NA,583,48.5,1762,0,901.788,1147.1,NA,36524,NA,324,NA,580,37,1435,58985,62021.9285714286
"1217",1999-12-31,60260,NA,552,NA,6.99,NA,NA,NA,570,50,NA,12.7,961.11,1206.7,NA,36525,NA,308,NA,558,37,NA,63585.3045,61833.4285714286
"1218",2000-01-01,66771,267,596,119,7.19,NA,NA,NA,571,NA,1819,47.8,867.295,1087.1,NA,36526,95,345,NA,557,36.5,1505,79286.713,61704.0714285714
"1219",2000-01-02,78578,292,600,181,7.22,NA,NA,NA,582,NA,1534,88.3,937.021,1024.5,NA,36527,91,323,NA,533,37,1519,101698.0305,61586
"1220",2000-01-03,61036,257,666,171,7.07,1.4,0.917,NA,480,46,1399,15.1,992.233,1108.6,NA,36528,90,339,NA,526,36,1745,64989.7085,61294.6428571429
"1221",2000-01-04,63899,223,647,162,7.41,1.3,1,NA,439,47,1856,27.8,902.232,1022.4,NA,36529,74,341,NA,498,36,1875,71178.013,61128.4285714286
"1222",2000-01-05,62424,227,594,172,7.18,2.1,NA,NA,518,45,1766,27.4,923.196,978.6,NA,36530,72,338,33,497,36,1938,69598.279,60968.4285714286
"1223",2000-01-06,56835,233,601,125,7.06,4.5,NA,NA,557,46,1460,2.6,891.789,1060.9,NA,36531,70,323,NA,506,35.5,1910,57515.771,60676.4285714286
"1224",2000-01-07,57709,240,665,101,7.21,3.8,1.27,NA,580,47,1334,15.2,834.234,984.3,NA,36532,81,375,NA,517,36,1739,61688.892,60701.3571428571
"1225",2000-01-08,57983,240,678,106,7.23,NA,NA,NA,611,NA,1495,0.1,969.745,1094.2,NA,36533,83,384,NA,508,36,1669,58009.1835,60056.1428571429
"1226",2000-01-09,57064,268,697,81,7.42,NA,NA,NA,510,NA,1588,0,965.081,1116.5,NA,36534,90,418,NA,568,36,1625,57064,56943.9285714286
"1227",2000-01-10,58266,244,684,77,6.45,4.2,NA,1.13,539,48.5,1565,4.4,907.084,1119.2,NA,36535,60,311,NA,598,36,1600,59418.074,56967.5714285714
"1228",2000-01-11,57189,282,687,123,9.12,3.9,NA,1.5,586,47,1658,0,907.648,1080.9,NA,36536,64,326,NA,569,36,1496,57189,56708.9285714286
"1229",2000-01-12,56559,239,742,128,7.34,5,NA,NA,596,47,1706,1.1,937.373,1155.3,NA,36537,63,323,10,594,36.5,1642,56847.0185,56016.7142857143
"1230",2000-01-13,54897,259,781,NA,7.7,3.4,NA,NA,632,47.5,1706,24.7,731.08,1024,NA,36538,58,342,NA,538,36,1642,61364.3245,55625.2857142857
"1231",2000-01-14,60609,233,706,242,7.8,4.2,NA,1.91,585,46.5,1004,9,875.597,1111.5,NA,36539,70,363,NA,545,37,1657,62965.515,55378
"1232",2000-01-15,57738,276,752,214,7.18,NA,NA,1.09,640,NA,1611,2.1,910.845,1167.3,NA,36540,74,380,NA,561,36.5,1591,58287.8535,54977.3571428571
"1233",2000-01-16,35007,186,692,358,7.16,NA,NA,NA,502,NA,1911,9.2,885.426,1110.7,NA,36541,81,380,NA,628,38,1675,37415.882,54747.1428571429
"1234",2000-01-17,61367,279,745,173,7.91,1.4,2.153,NA,853,NA,2690,2.3,823.028,1086.1,NA,36542,78,375,NA,593,38,1726,61969.2205,54685.7142857143
